entry_id,entry_name,question_id,question_name,answer_predicted
1191,Religion in Greco-Roman Alexandria,Q_3164,Famine relief (by other),1
1191,Religion in Greco-Roman Alexandria,Q_3156,Public food starage (by other),1
1191,Religion in Greco-Roman Alexandria,Q_2948,Supreme high god is sky deity,0
1192,Kaharingan,Q_2351,Recognized religious leaders,1
1192,Kaharingan,Q_2324,Specific sacred sites,1
1197,Atheism in the Soviet Union,Q_2914,Spatial location of afterlife,0
1197,Atheism in the Soviet Union,Q_2324,Specific sacred sites,0
1197,Atheism in the Soviet Union,Q_2958,Supreme high god is fused with monarch,0
1197,Atheism in the Soviet Union,Q_2919,Supreme high god present,0
1197,Atheism in the Soviet Union,Q_2271,Cultural contact competitive,0
1197,Atheism in the Soviet Union,Q_2375,Are they oral? (Scriptures),0
1197,Atheism in the Soviet Union,Q_3233,Supreme high god has world knowledge,0
1197,Atheism in the Soviet Union,Q_2305,Violent conflict (outside region),0
1197,Atheism in the Soviet Union,Q_3129,Institutionalized punishment (by other),0
1197,Atheism in the Soviet Union,Q_3165,Institutionalized punishment (by group),0
1197,Atheism in the Soviet Union,Q_3163,Institutionalized elder care (by other),0
1197,Atheism in the Soviet Union,Q_2253,Are they written? (Scriptures),0
1197,Atheism in the Soviet Union,Q_3440,Supernatural punishment meted out in this lifetime,0
1197,Atheism in the Soviet Union,Q_2945,Non-human supernatural beings,0
1197,Atheism in the Soviet Union,Q_2944,Supreme high god chthonic,0
1197,Atheism in the Soviet Union,Q_2254,Story of scripture origin,0
1197,Atheism in the Soviet Union,Q_3022,Conventional vs. moral distinction,0
1197,Atheism in the Soviet Union,Q_2968,Previously human spirits present,0
1197,Atheism in the Soviet Union,Q_3149,Institutionalized military (by group),0
1197,Atheism in the Soviet Union,Q_2841,Formal burials,0
1197,Atheism in the Soviet Union,Q_2351,Recognized religious leaders,1
1197,Atheism in the Soviet Union,Q_2967,In cemetery (formal burials),0
1197,Atheism in the Soviet Union,Q_3028,Social norms prescribed,1
1197,Atheism in the Soviet Union,Q_3135,Formal legal code (by other),0
1197,Atheism in the Soviet Union,Q_2842,Variety of supernatural beings,0
1197,Atheism in the Soviet Union,Q_3133,Institutionalized military (by other),0
1197,Atheism in the Soviet Union,Q_2948,Supreme high god is sky deity,0
1197,Atheism in the Soviet Union,Q_2256,Violent conflict (within region),0
1197,Atheism in the Soviet Union,Q_3132,Formal legal code (by group),0
1197,Atheism in the Soviet Union,Q_2928,Supernatural monitoring of prosocial norm adherence,0
1197,Atheism in the Soviet Union,Q_2238,cultural contact accommodating,1
1197,Atheism in the Soviet Union,Q_2908,Spirit-mind different powers than body,0
1210,Mende,Q_2283,Iconography present,1
1210,Mende,Q_3151,Food provided (by other),1
1210,Mende,Q_3168,Povery relief (by group),0
1210,Mende,Q_2254,Story of scripture origin,0
1210,Mende,Q_3157,Formal calendar (by group),1
1210,Mende,Q_2253,Are they written? (Scriptures),0
1210,Mende,Q_2914,Spatial location of afterlife,1
1210,Mende,Q_3139,Formal calendar (by other),1
1210,Mende,Q_3164,Famine relief (by other),1
1210,Mende,Q_3132,Formal legal code (by group),0
1210,Mende,Q_3093,Small-scale rituals,1
1210,Mende,Q_3148,Formal education (by group),1
1210,Mende,Q_3147,Participate in military (by other),1
1210,Mende,Q_2908,Spirit-mind different powers than body,1
1210,Mende,Q_3016,Messianic beliefs,0
1210,Mende,Q_3173,Written language used (by other),1
1210,Mende,Q_3133,Institutionalized military (by other),1
1210,Mende,Q_3165,Institutionalized punishment (by group),0
1210,Mende,Q_3063,Extra-ritual in-group markers,0
1210,Mende,Q_3129,Institutionalized punishment (by other),1
1210,Mende,Q_3022,Conventional vs. moral distinction,1
1210,Mende,Q_3074,Fictive kinship terminology,1
1210,Mende,Q_3177,Formal bureaucracy within group,1
1210,Mende,Q_3162,Poverty relief (by other),1
1210,Mende,Q_2375,Are they oral? (Scriptures),0
1210,Mende,Q_3233,Supreme high god has world knowledge,1
1210,Mende,Q_3116,Ethical precepts,1
1210,Mende,Q_3127,Transportation infrastructure (by group),1
1210,Mende,Q_2322,Different types of monuments,0
1210,Mende,Q_3158,Institutionalized famine relief (by group),0
1210,Mende,Q_3095,Marginalization of out-group members,0
1210,Mende,Q_3167,Water management (by other),1
1210,Mende,Q_3174,Water management (by group),0
1210,Mende,Q_3179,Instituionalized elder care (by group),0
1210,Mende,Q_2964,Co-sacrifices in tomb/burial,0
1210,Mende,Q_2238,cultural contact accommodating,1
1210,Mende,Q_3163,Institutionalized elder care (by other),1
1210,Mende,Q_3149,Institutionalized military (by group),0
1210,Mende,Q_3130,Institutionalized police force (by other),1
1210,Mende,Q_3107,Transitory pain/wounds required,0
1210,Mende,Q_3140,Taxes levied (by other),1
1210,Mende,Q_3135,Formal legal code (by other),1
1210,Mende,Q_2271,Cultural contact competitive,1
1210,Mende,Q_3175,Written language available (by other),1
1210,Mende,Q_2967,In cemetery (formal burials),1
1210,Mende,Q_3121,Property sacrifice required,0
1218,Yiguan Dao/I-Kuan Tao 一貫道,Q_2238,cultural contact accommodating,1
1218,Yiguan Dao/I-Kuan Tao 一貫道,Q_3162,Poverty relief (by other),1
1218,Yiguan Dao/I-Kuan Tao 一貫道,Q_2967,In cemetery (formal burials),1
1218,Yiguan Dao/I-Kuan Tao 一貫道,Q_3169,Public food storage (by group),0
1218,Yiguan Dao/I-Kuan Tao 一貫道,Q_3163,Institutionalized elder care (by other),1
1218,Yiguan Dao/I-Kuan Tao 一貫道,Q_2305,Violent conflict (outside region),0
1218,Yiguan Dao/I-Kuan Tao 一貫道,Q_2271,Cultural contact competitive,1
1218,Yiguan Dao/I-Kuan Tao 一貫道,Q_2316,Cultural contact,1
1218,Yiguan Dao/I-Kuan Tao 一貫道,Q_2841,Formal burials,1
1218,Yiguan Dao/I-Kuan Tao 一貫道,Q_3179,Instituionalized elder care (by group),1
1218,Yiguan Dao/I-Kuan Tao 一貫道,Q_2256,Violent conflict (within region),0
1218,Yiguan Dao/I-Kuan Tao 一貫道,Q_2252,Conception of apostasy,1
1218,Yiguan Dao/I-Kuan Tao 一貫道,Q_3156,Public food starage (by other),0
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,Q_3440,Supernatural punishment meted out in this lifetime,1
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,Q_3165,Institutionalized punishment (by group),0
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,Q_2948,Supreme high god is sky deity,0
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,Q_3158,Institutionalized famine relief (by group),0
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,Q_3163,Institutionalized elder care (by other),1
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,Q_3420,Supernatural beings mete out punishment,1
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,Q_3149,Institutionalized military (by group),0
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,Q_3156,Public food starage (by other),1
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,Q_3089,Sacrifice of adults,0
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,Q_2964,Co-sacrifices in tomb/burial,0
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,Q_3022,Conventional vs. moral distinction,0
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,Q_2929,Grave goods,0
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,Q_2900,Afterlife belief,1
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,Q_2967,In cemetery (formal burials),1
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,Q_3028,Social norms prescribed,1
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,Q_2876,Special corpse treatment,1
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,Q_3144,Institutionalized judges (by group),0
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,Q_2841,Formal burials,1
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,Q_2914,Spatial location of afterlife,1
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,Q_3151,Food provided (by other),1
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,Q_2944,Supreme high god chthonic,0
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,Q_3168,Povery relief (by group),0
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,Q_3162,Poverty relief (by other),1
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,Q_2928,Supernatural monitoring of prosocial norm adherence,0
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,Q_2958,Supreme high god is fused with monarch,0
1220,The Cult of Chinggis Khan (a.k.a. Genghis Khan) in Mongolia,Q_3233,Supreme high god has world knowledge,0
1227,Polytheistic Pre-Islamic South Arabia,Q_3130,Institutionalized police force (by other),1
1227,Polytheistic Pre-Islamic South Arabia,Q_3148,Formal education (by group),1
1227,Polytheistic Pre-Islamic South Arabia,Q_2964,Co-sacrifices in tomb/burial,1
1227,Polytheistic Pre-Islamic South Arabia,Q_3162,Poverty relief (by other),1
1227,Polytheistic Pre-Islamic South Arabia,Q_2351,Recognized religious leaders,1
1227,Polytheistic Pre-Islamic South Arabia,Q_3063,Extra-ritual in-group markers,0
1227,Polytheistic Pre-Islamic South Arabia,Q_2252,Conception of apostasy,0
1227,Polytheistic Pre-Islamic South Arabia,Q_3028,Social norms prescribed,1
1227,Polytheistic Pre-Islamic South Arabia,Q_3115,Child sacrifice required,0
1227,Polytheistic Pre-Islamic South Arabia,Q_2908,Spirit-mind different powers than body,1
1227,Polytheistic Pre-Islamic South Arabia,Q_2968,Previously human spirits present,1
1227,Polytheistic Pre-Islamic South Arabia,Q_3158,Institutionalized famine relief (by group),1
1227,Polytheistic Pre-Islamic South Arabia,Q_2347,Scriptures,0
1227,Polytheistic Pre-Islamic South Arabia,Q_3163,Institutionalized elder care (by other),1
1227,Polytheistic Pre-Islamic South Arabia,Q_3149,Institutionalized military (by group),0
1227,Polytheistic Pre-Islamic South Arabia,Q_3168,Povery relief (by group),1
1227,Polytheistic Pre-Islamic South Arabia,Q_3164,Famine relief (by other),1
1227,Polytheistic Pre-Islamic South Arabia,Q_3093,Small-scale rituals,1
1227,Polytheistic Pre-Islamic South Arabia,Q_3088,Forgone food opportunities (taboos),0
1227,Polytheistic Pre-Islamic South Arabia,Q_3169,Public food storage (by group),1
1227,Polytheistic Pre-Islamic South Arabia,Q_3121,Property sacrifice required,0
1227,Polytheistic Pre-Islamic South Arabia,Q_2253,Are they written? (Scriptures),0
1227,Polytheistic Pre-Islamic South Arabia,Q_2914,Spatial location of afterlife,1
1227,Polytheistic Pre-Islamic South Arabia,Q_2876,Special corpse treatment,1
1227,Polytheistic Pre-Islamic South Arabia,Q_2375,Are they oral? (Scriptures),0
1227,Polytheistic Pre-Islamic South Arabia,Q_3156,Public food starage (by other),1
1227,Polytheistic Pre-Islamic South Arabia,Q_3153,Institutionalized police force (by group),0
1227,Polytheistic Pre-Islamic South Arabia,Q_2254,Story of scripture origin,0
1227,Polytheistic Pre-Islamic South Arabia,Q_2944,Supreme high god chthonic,0
1227,Polytheistic Pre-Islamic South Arabia,Q_2324,Specific sacred sites,1
1227,Polytheistic Pre-Islamic South Arabia,Q_3100,Sacrifice of time required,1
1231,"Shenxiao 神霄 (""Divine Empyrean"") Daoism",Q_2322,Different types of monuments,1
1231,"Shenxiao 神霄 (""Divine Empyrean"") Daoism",Q_3088,Forgone food opportunities (taboos),1
1231,"Shenxiao 神霄 (""Divine Empyrean"") Daoism",Q_3165,Institutionalized punishment (by group),0
1231,"Shenxiao 神霄 (""Divine Empyrean"") Daoism",Q_3163,Institutionalized elder care (by other),1
1231,"Shenxiao 神霄 (""Divine Empyrean"") Daoism",Q_2252,Conception of apostasy,1
1231,"Shenxiao 神霄 (""Divine Empyrean"") Daoism",Q_2841,Formal burials,1
1231,"Shenxiao 神霄 (""Divine Empyrean"") Daoism",Q_2967,In cemetery (formal burials),1
1231,"Shenxiao 神霄 (""Divine Empyrean"") Daoism",Q_3157,Formal calendar (by group),1
1231,"Shenxiao 神霄 (""Divine Empyrean"") Daoism",Q_3121,Property sacrifice required,1
1231,"Shenxiao 神霄 (""Divine Empyrean"") Daoism",Q_2324,Specific sacred sites,1
1231,"Shenxiao 神霄 (""Divine Empyrean"") Daoism",Q_3179,Instituionalized elder care (by group),0
1231,"Shenxiao 神霄 (""Divine Empyrean"") Daoism",Q_2876,Special corpse treatment,1
1231,"Shenxiao 神霄 (""Divine Empyrean"") Daoism",Q_3074,Fictive kinship terminology,1
1231,"Shenxiao 神霄 (""Divine Empyrean"") Daoism",Q_3132,Formal legal code (by group),0
1231,"Shenxiao 神霄 (""Divine Empyrean"") Daoism",Q_2929,Grave goods,1
1241,Taiping 太平 Movement,Q_2876,Special corpse treatment,1
1241,Taiping 太平 Movement,Q_2967,In cemetery (formal burials),1
1241,Taiping 太平 Movement,Q_2929,Grave goods,1
1247,Exovedate,Q_3178,Taxes or tithis (by group),1
1247,Exovedate,Q_3154,Institutionalized judicial system (by other),1
1247,Exovedate,Q_3164,Famine relief (by other),1
1247,Exovedate,Q_3153,Institutionalized police force (by group),0
1247,Exovedate,Q_3168,Povery relief (by group),1
1247,Exovedate,Q_3167,Water management (by other),1
1247,Exovedate,Q_2914,Spatial location of afterlife,1
1247,Exovedate,Q_2256,Violent conflict (within region),1
1247,Exovedate,Q_3174,Water management (by group),1
1247,Exovedate,Q_3169,Public food storage (by group),1
1247,Exovedate,Q_3127,Transportation infrastructure (by group),1
1247,Exovedate,Q_3134,Transportation infrastructure (by group),1
1247,Exovedate,Q_3156,Public food starage (by other),1
1247,Exovedate,Q_2324,Specific sacred sites,1
1247,Exovedate,Q_3140,Taxes levied (by other),1
1247,Exovedate,Q_3145,Food provided (by group),1
1247,Exovedate,Q_2351,Recognized religious leaders,1
1247,Exovedate,Q_3158,Institutionalized famine relief (by group),1
1247,Exovedate,Q_3135,Formal legal code (by other),1
1247,Exovedate,Q_3179,Instituionalized elder care (by group),1
1247,Exovedate,Q_3129,Institutionalized punishment (by other),1
1247,Exovedate,Q_3148,Formal education (by group),1
1247,Exovedate,Q_3165,Institutionalized punishment (by group),1
1247,Exovedate,Q_3144,Institutionalized judges (by group),1
1247,Exovedate,Q_3128,Formal education (by other),1
1247,Exovedate,Q_3139,Formal calendar (by other),1
1247,Exovedate,Q_3162,Poverty relief (by other),1
1247,Exovedate,Q_3163,Institutionalized elder care (by other),1
1248,Religion in the Old Assyrian Period,Q_3135,Formal legal code (by other),1
1248,Religion in the Old Assyrian Period,Q_3178,Taxes or tithis (by group),1
1248,Religion in the Old Assyrian Period,Q_2351,Recognized religious leaders,1
1248,Religion in the Old Assyrian Period,Q_2253,Are they written? (Scriptures),0
1248,Religion in the Old Assyrian Period,Q_3162,Poverty relief (by other),0
1248,Religion in the Old Assyrian Period,Q_3158,Institutionalized famine relief (by group),0
1248,Religion in the Old Assyrian Period,Q_2375,Are they oral? (Scriptures),0
1248,Religion in the Old Assyrian Period,Q_2324,Specific sacred sites,1
1248,Religion in the Old Assyrian Period,Q_3168,Povery relief (by group),0
1248,Religion in the Old Assyrian Period,Q_2254,Story of scripture origin,0
1250,Hanbalism,Q_3163,Institutionalized elder care (by other),1
1250,Hanbalism,Q_3179,Instituionalized elder care (by group),1
1250,Hanbalism,Q_3127,Transportation infrastructure (by group),1
1250,Hanbalism,Q_2968,Previously human spirits present,0
1250,Hanbalism,Q_2374,Proselytizing,1
1250,Hanbalism,Q_3022,Conventional vs. moral distinction,1
1250,Hanbalism,Q_2890,Supernatural monitoring,1
1250,Hanbalism,Q_3074,Fictive kinship terminology,1
1250,Hanbalism,Q_2929,Grave goods,0
1250,Hanbalism,Q_2868,Spirit-body distinction,1
1250,Hanbalism,Q_3093,Small-scale rituals,1
1250,Hanbalism,Q_3156,Public food starage (by other),1
1250,Hanbalism,Q_3440,Supernatural punishment meted out in this lifetime,1
1250,Hanbalism,Q_2928,Supernatural monitoring of prosocial norm adherence,1
1250,Hanbalism,Q_3095,Marginalization of out-group members,0
1250,Hanbalism,Q_3158,Institutionalized famine relief (by group),1
1250,Hanbalism,Q_2908,Spirit-mind different powers than body,1
1250,Hanbalism,Q_3437,Supernatural beings bestow rewards,1
1250,Hanbalism,Q_2964,Co-sacrifices in tomb/burial,0
1250,Hanbalism,Q_3016,Messianic beliefs,1
1250,Hanbalism,Q_3420,Supernatural beings mete out punishment,1
1250,Hanbalism,Q_2351,Recognized religious leaders,1
1258,Religion in Judah,Q_2968,Previously human spirits present,1
1258,Religion in Judah,Q_3164,Famine relief (by other),0
1258,Religion in Judah,Q_3174,Water management (by group),0
1258,Religion in Judah,Q_2876,Special corpse treatment,1
1258,Religion in Judah,Q_3158,Institutionalized famine relief (by group),0
1258,Religion in Judah,Q_3169,Public food storage (by group),0
1258,Religion in Judah,Q_2908,Spirit-mind different powers than body,1
1258,Religion in Judah,Q_2324,Specific sacred sites,1
1258,Religion in Judah,Q_3022,Conventional vs. moral distinction,0
1258,Religion in Judah,Q_3173,Written language used (by other),0
1258,Religion in Judah,Q_3140,Taxes levied (by other),0
1258,Religion in Judah,Q_3156,Public food starage (by other),0
1258,Religion in Judah,Q_3127,Transportation infrastructure (by group),0
1259,"The LuWang School, the School of Lu Xiangshan and Wang Yangming",Q_3179,Instituionalized elder care (by group),1
1259,"The LuWang School, the School of Lu Xiangshan and Wang Yangming",Q_3134,Transportation infrastructure (by group),0
1259,"The LuWang School, the School of Lu Xiangshan and Wang Yangming",Q_3174,Water management (by group),0
1259,"The LuWang School, the School of Lu Xiangshan and Wang Yangming",Q_2908,Spirit-mind different powers than body,0
1259,"The LuWang School, the School of Lu Xiangshan and Wang Yangming",Q_3127,Transportation infrastructure (by group),1
1268,Monotheistic Pre-Islamic South Arabia,Q_3132,Formal legal code (by group),1
1268,Monotheistic Pre-Islamic South Arabia,Q_2876,Special corpse treatment,1
1268,Monotheistic Pre-Islamic South Arabia,Q_3028,Social norms prescribed,1
1268,Monotheistic Pre-Islamic South Arabia,Q_2238,cultural contact accommodating,1
1268,Monotheistic Pre-Islamic South Arabia,Q_3151,Food provided (by other),1
1268,Monotheistic Pre-Islamic South Arabia,Q_3093,Small-scale rituals,1
1268,Monotheistic Pre-Islamic South Arabia,Q_3158,Institutionalized famine relief (by group),1
1268,Monotheistic Pre-Islamic South Arabia,Q_3016,Messianic beliefs,1
1268,Monotheistic Pre-Islamic South Arabia,Q_2349,System for assigning religious afffiliation,1
1268,Monotheistic Pre-Islamic South Arabia,Q_2964,Co-sacrifices in tomb/burial,0
1268,Monotheistic Pre-Islamic South Arabia,Q_2254,Story of scripture origin,1
1268,Monotheistic Pre-Islamic South Arabia,Q_3168,Povery relief (by group),1
1268,Monotheistic Pre-Islamic South Arabia,Q_2841,Formal burials,1
1268,Monotheistic Pre-Islamic South Arabia,Q_2914,Spatial location of afterlife,1
1268,Monotheistic Pre-Islamic South Arabia,Q_3128,Formal education (by other),1
1268,Monotheistic Pre-Islamic South Arabia,Q_3133,Institutionalized military (by other),1
1268,Monotheistic Pre-Islamic South Arabia,Q_2967,In cemetery (formal burials),1
1268,Monotheistic Pre-Islamic South Arabia,Q_2908,Spirit-mind different powers than body,1
1268,Monotheistic Pre-Islamic South Arabia,Q_2324,Specific sacred sites,1
1268,Monotheistic Pre-Islamic South Arabia,Q_3153,Institutionalized police force (by group),0
1268,Monotheistic Pre-Islamic South Arabia,Q_3130,Institutionalized police force (by other),0
1268,Monotheistic Pre-Islamic South Arabia,Q_3022,Conventional vs. moral distinction,1
1268,Monotheistic Pre-Islamic South Arabia,Q_3144,Institutionalized judges (by group),1
1268,Monotheistic Pre-Islamic South Arabia,Q_3135,Formal legal code (by other),1
1268,Monotheistic Pre-Islamic South Arabia,Q_3162,Poverty relief (by other),0
1268,Monotheistic Pre-Islamic South Arabia,Q_2375,Are they oral? (Scriptures),1
1268,Monotheistic Pre-Islamic South Arabia,Q_3179,Instituionalized elder care (by group),1
1268,Monotheistic Pre-Islamic South Arabia,Q_3148,Formal education (by group),1
1268,Monotheistic Pre-Islamic South Arabia,Q_3163,Institutionalized elder care (by other),0
1268,Monotheistic Pre-Islamic South Arabia,Q_3121,Property sacrifice required,1
1268,Monotheistic Pre-Islamic South Arabia,Q_3145,Food provided (by group),1
1268,Monotheistic Pre-Islamic South Arabia,Q_3088,Forgone food opportunities (taboos),1
1268,Monotheistic Pre-Islamic South Arabia,Q_3169,Public food storage (by group),1
1268,Monotheistic Pre-Islamic South Arabia,Q_3134,Transportation infrastructure (by group),1
1268,Monotheistic Pre-Islamic South Arabia,Q_3100,Sacrifice of time required,1
1268,Monotheistic Pre-Islamic South Arabia,Q_3175,Written language available (by other),1
1268,Monotheistic Pre-Islamic South Arabia,Q_3164,Famine relief (by other),0
1268,Monotheistic Pre-Islamic South Arabia,Q_3147,Participate in military (by other),1
1268,Monotheistic Pre-Islamic South Arabia,Q_3127,Transportation infrastructure (by group),1
1268,Monotheistic Pre-Islamic South Arabia,Q_3156,Public food starage (by other),1
1268,Monotheistic Pre-Islamic South Arabia,Q_3117,Fasting required,1
1268,Monotheistic Pre-Islamic South Arabia,Q_3173,Written language used (by other),1
1268,Monotheistic Pre-Islamic South Arabia,Q_2968,Previously human spirits present,1
1268,Monotheistic Pre-Islamic South Arabia,Q_2929,Grave goods,1
1268,Monotheistic Pre-Islamic South Arabia,Q_2351,Recognized religious leaders,1
1268,Monotheistic Pre-Islamic South Arabia,Q_3085,Physical risk taking,0
1268,Monotheistic Pre-Islamic South Arabia,Q_3113,Constraints on sexual activity,1
1268,Monotheistic Pre-Islamic South Arabia,Q_3140,Taxes levied (by other),1
1268,Monotheistic Pre-Islamic South Arabia,Q_3116,Ethical precepts,1
1268,Monotheistic Pre-Islamic South Arabia,Q_3139,Formal calendar (by other),1
1279,Mandarese Muslims,Q_3174,Water management (by group),0
1279,Mandarese Muslims,Q_3120,Calibacy required,0
1279,Mandarese Muslims,Q_2928,Supernatural monitoring of prosocial norm adherence,0
1279,Mandarese Muslims,Q_3074,Fictive kinship terminology,0
1279,Mandarese Muslims,Q_2351,Recognized religious leaders,1
1279,Mandarese Muslims,Q_2967,In cemetery (formal burials),1
1279,Mandarese Muslims,Q_3440,Supernatural punishment meted out in this lifetime,0
1279,Mandarese Muslims,Q_3139,Formal calendar (by other),1
1279,Mandarese Muslims,Q_3157,Formal calendar (by group),1
1279,Mandarese Muslims,Q_2841,Formal burials,1
1279,Mandarese Muslims,Q_3163,Institutionalized elder care (by other),1
1279,Mandarese Muslims,Q_2968,Previously human spirits present,1
1279,Mandarese Muslims,Q_3144,Institutionalized judges (by group),0
1279,Mandarese Muslims,Q_3420,Supernatural beings mete out punishment,0
1279,Mandarese Muslims,Q_3178,Taxes or tithis (by group),0
1281,Otoro Nuba,Q_3139,Formal calendar (by other),1
1281,Otoro Nuba,Q_3149,Institutionalized military (by group),0
1281,Otoro Nuba,Q_2945,Non-human supernatural beings,1
1281,Otoro Nuba,Q_3016,Messianic beliefs,0
1281,Otoro Nuba,Q_3085,Physical risk taking,0
1281,Otoro Nuba,Q_3163,Institutionalized elder care (by other),1
1281,Otoro Nuba,Q_3178,Taxes or tithis (by group),0
1281,Otoro Nuba,Q_2958,Supreme high god is fused with monarch,0
1281,Otoro Nuba,Q_3134,Transportation infrastructure (by group),0
1281,Otoro Nuba,Q_2842,Variety of supernatural beings,1
1281,Otoro Nuba,Q_3179,Instituionalized elder care (by group),0
1281,Otoro Nuba,Q_3440,Supernatural punishment meted out in this lifetime,1
1281,Otoro Nuba,Q_2252,Conception of apostasy,0
1281,Otoro Nuba,Q_3133,Institutionalized military (by other),1
1281,Otoro Nuba,Q_3093,Small-scale rituals,1
1281,Otoro Nuba,Q_2283,Iconography present,1
1281,Otoro Nuba,Q_2914,Spatial location of afterlife,1
1281,Otoro Nuba,Q_2928,Supernatural monitoring of prosocial norm adherence,1
1281,Otoro Nuba,Q_3140,Taxes levied (by other),1
1281,Otoro Nuba,Q_3116,Ethical precepts,1
1281,Otoro Nuba,Q_3420,Supernatural beings mete out punishment,1
1281,Otoro Nuba,Q_2862,Reincarnation in this world,0
1281,Otoro Nuba,Q_2890,Supernatural monitoring,1
1281,Otoro Nuba,Q_2944,Supreme high god chthonic,0
1281,Otoro Nuba,Q_3127,Transportation infrastructure (by group),1
1281,Otoro Nuba,Q_2253,Are they written? (Scriptures),0
1281,Otoro Nuba,Q_2964,Co-sacrifices in tomb/burial,0
1281,Otoro Nuba,Q_3168,Povery relief (by group),0
1281,Otoro Nuba,Q_2254,Story of scripture origin,0
1281,Otoro Nuba,Q_2948,Supreme high god is sky deity,0
1281,Otoro Nuba,Q_2375,Are they oral? (Scriptures),0
1281,Otoro Nuba,Q_2347,Scriptures,0
1281,Otoro Nuba,Q_3128,Formal education (by other),1
1281,Otoro Nuba,Q_3233,Supreme high god has world knowledge,0
1281,Otoro Nuba,Q_3022,Conventional vs. moral distinction,0
1281,Otoro Nuba,Q_3095,Marginalization of out-group members,0
1281,Otoro Nuba,Q_3177,Formal bureaucracy within group,1
1281,Otoro Nuba,Q_3437,Supernatural beings bestow rewards,1
1281,Otoro Nuba,Q_3074,Fictive kinship terminology,1
1281,Otoro Nuba,Q_3162,Poverty relief (by other),1
1281,Otoro Nuba,Q_3151,Food provided (by other),1
1281,Otoro Nuba,Q_2374,Proselytizing,0
1283,Butonese Muslims,Q_3179,Instituionalized elder care (by group),0
1283,Butonese Muslims,Q_3174,Water management (by group),0
1283,Butonese Muslims,Q_3108,Large-scale rituals,1
1283,Butonese Muslims,Q_3169,Public food storage (by group),0
1283,Butonese Muslims,Q_2324,Specific sacred sites,1
1283,Butonese Muslims,Q_3148,Formal education (by group),1
1283,Butonese Muslims,Q_3165,Institutionalized punishment (by group),0
1283,Butonese Muslims,Q_3132,Formal legal code (by group),0
1283,Butonese Muslims,Q_2967,In cemetery (formal burials),1
1283,Butonese Muslims,Q_3093,Small-scale rituals,1
1283,Butonese Muslims,Q_2254,Story of scripture origin,0
1283,Butonese Muslims,Q_3127,Transportation infrastructure (by group),1
1283,Butonese Muslims,Q_2271,Cultural contact competitive,1
1283,Butonese Muslims,Q_2841,Formal burials,1
1283,Butonese Muslims,Q_3157,Formal calendar (by group),1
1283,Butonese Muslims,Q_2375,Are they oral? (Scriptures),0
1283,Butonese Muslims,Q_3178,Taxes or tithis (by group),0
1283,Butonese Muslims,Q_3085,Physical risk taking,0
1283,Butonese Muslims,Q_3163,Institutionalized elder care (by other),1
1283,Butonese Muslims,Q_3139,Formal calendar (by other),1
1283,Butonese Muslims,Q_3144,Institutionalized judges (by group),0
1283,Butonese Muslims,Q_2253,Are they written? (Scriptures),0
1283,Butonese Muslims,Q_2238,cultural contact accommodating,1
1284,Religion of Phoenicia,Q_3151,Food provided (by other),1
1284,Religion of Phoenicia,Q_3140,Taxes levied (by other),1
1284,Religion of Phoenicia,Q_3165,Institutionalized punishment (by group),1
1284,Religion of Phoenicia,Q_2256,Violent conflict (within region),1
1284,Religion of Phoenicia,Q_2254,Story of scripture origin,0
1284,Religion of Phoenicia,Q_2964,Co-sacrifices in tomb/burial,1
1284,Religion of Phoenicia,Q_3135,Formal legal code (by other),1
1284,Religion of Phoenicia,Q_3167,Water management (by other),1
1284,Religion of Phoenicia,Q_3177,Formal bureaucracy within group,1
